measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trachoma,Number,1998,254976.630692,332859.645294,171324.494531
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trachoma,Percent,1998,0.00010166270994,0.0001275194042,7.19171015573e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Dengue,Number,1998,1170277.58765,1681691.57834,506876.140916
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Dengue,Percent,1998,0.000469035057665,0.000666533870923,0.00019875874836
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Yellow fever,Number,1998,487052.406424,1358213.52513,107214.12983
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Yellow fever,Percent,1998,0.000195279893869,0.000552657586703,4.32049282031e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Rabies,Number,1998,2463023.01513,3163440.70695,1704294.24314
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Rabies,Percent,1998,0.000986663732791,0.00130870833263,0.000693333047908
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal nematode infections,Number,1998,4844237.87588,7165611.2134,3243054.67373
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal nematode infections,Percent,1998,0.00193229824982,0.00277276355647,0.00133049840328
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Number,1998,1484470.59307,2701815.00155,770055.907314
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Percent,1998,0.00059223818162,0.00104863006852,0.000302373035667
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Number,1998,3309771.14906,4305261.194,2580343.18624
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Percent,1998,0.00132389810594,0.00174627050731,0.00104791247186
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal sepsis and other maternal infections,Number,1998,1894412.69499,2414315.57317,1464867.47959
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal sepsis and other maternal infections,Percent,1998,0.000759216342425,0.00099315307333,0.000583093174202
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Number,1998,25373322.2971,30656074.9817,20468835.9832
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Percent,1998,0.0101596833497,0.0122890901655,0.0082078335523
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Varicella and herpes zoster,Number,2005,1058157.1266,1204768.48541,928211.171771
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Varicella and herpes zoster,Percent,2005,0.000421697402707,0.000466268845963,0.000375320836192
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Malaria,Number,2005,77669792.6664,91514737.0932,64614272.583
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Malaria,Percent,2005,0.0309940675791,0.0365631852341,0.0255974373558
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chagas disease,Number,2005,227689.076199,252969.520388,206661.845863
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chagas disease,Percent,2005,9.07454367706e-05,9.7106851342e-05,8.50217881416e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leishmaniasis,Number,2005,1753450.78886,2844262.21523,1061104.29356
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leishmaniasis,Percent,2005,0.000699137095177,0.00114236540011,0.000423858795496
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tuberculosis,Number,2000,64653650.6871,68398684.5047,61124219.1621
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tuberculosis,Percent,2000,0.0257322898325,0.0277516224431,0.0237625277806
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS,Number,2000,81006607.774,86360477.4643,75749463.6529
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS,Percent,2000,0.0322439704935,0.0350909171344,0.0293249091189
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diarrheal diseases,Number,2000,130165585.704,154031613.715,111425206.578
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diarrheal diseases,Percent,2000,0.051802416984,0.061968934007,0.0441280631538
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal infectious diseases,Number,2000,14267707.9022,23182944.7464,8038897.2464
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal infectious diseases,Percent,2000,0.0056794280686,0.00926024756075,0.00322552305267
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lower respiratory infections,Number,2000,154255558.025,165715519.557,141696080.737
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lower respiratory infections,Percent,2000,0.0614025118296,0.0678306838895,0.055166965843
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Upper respiratory infections,Number,2000,5320554.57682,8146365.73849,3251573.58202
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Upper respiratory infections,Percent,2000,0.00210543237338,0.00313661883032,0.0013628341319
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Otitis media,Number,2000,3195914.51335,4656040.83618,2029041.94231
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Otitis media,Percent,2000,0.00126483652875,0.00177439322705,0.000861735885558
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Meningitis,Number,2000,27001383.4151,30537599.9114,22457749.9204
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Meningitis,Percent,2000,0.0107446249438,0.0122797712956,0.00889229034045
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal deaths aggravated by HIV/AIDS,Number,1998,114189.069043,154436.889822,74200.8328959
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal deaths aggravated by HIV/AIDS,Percent,1998,4.57748816649e-05,6.14373746485e-05,2.92970868752e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Encephalitis,Number,2000,7880241.18953,9694571.62674,6010515.57586
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Encephalitis,Percent,2000,0.00313442248337,0.00387325587848,0.00243235828156
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diphtheria,Number,2000,547430.675119,777952.373989,385777.058076
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diphtheria,Percent,2000,0.000217898715221,0.00031050367409,0.000151026927853
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Whooping cough,Number,2000,12256217.5645,22970242.7498,5762135.34719
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Whooping cough,Percent,2000,0.00488049947861,0.00907024332968,0.00227729866516
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tetanus,Number,2000,12210045.36,16772755.8842,6586433.6586
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tetanus,Percent,2000,0.0048599449212,0.00678758647968,0.00259115569239
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Measles,Number,2000,50538534.3292,101404170.114,20285765.6984
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Measles,Percent,2000,0.0201315791048,0.03948398463,0.00809816790911
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Varicella and herpes zoster,Number,2000,1160430.01106,1326219.49205,1004763.62094
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Varicella and herpes zoster,Percent,2000,0.000461335311621,0.000513215259988,0.000408785656837
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Malaria,Number,2000,73746704.386,88619973.68,59832362.1476
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Malaria,Percent,2000,0.0293471616863,0.035654726238,0.0238482900128
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chagas disease,Number,2000,248766.224393,275055.776924,227074.956411
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chagas disease,Percent,2000,9.89099131212e-05,0.000105655193212,9.29689412706e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leishmaniasis,Number,2000,1045253.62441,1665922.23613,651915.887583
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leishmaniasis,Percent,2000,0.00041554299149,0.000669422741721,0.000259908308682
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Number,2003,1598398.97084,2840087.87113,845615.693928
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Percent,2003,0.000633550743274,0.00109212200416,0.000345530620328
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Number,2003,3243800.53642,4203847.01475,2612649.04247
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Percent,2003,0.00128848352924,0.00163952851996,0.00107797169999
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal sepsis and other maternal infections,Number,2003,1685436.96626,2143621.24162,1280268.28197
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal sepsis and other maternal infections,Percent,2003,0.000671213878824,0.000880717572057,0.000505864608127
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Number,2003,25780464.9857,32134752.5829,21306019.612
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Percent,2003,0.0102578782077,0.0127868521436,0.00817815816718
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal deaths aggravated by HIV/AIDS,Number,2003,130818.339897,173318.225829,85361.4408397
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal deaths aggravated by HIV/AIDS,Percent,2003,5.21081372817e-05,6.88741225265e-05,3.43058793126e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Number,2000,25550740.6621,31635586.3827,20329564.9756
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Percent,2000,0.010169896731,0.0125089229875,0.00808693383457
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal deaths aggravated by HIV/AIDS,Number,2000,125084.763789,166618.258365,78704.3366825
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal deaths aggravated by HIV/AIDS,Percent,2000,4.98129835731e-05,6.6958063195e-05,3.14540732073e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2002,15335981.4091,22585834.3791,9582933.9746
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Percent,2002,0.00608983558566,0.00922189031162,0.00395896268672
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis,Number,2002,8193616.0685,8698043.03352,7672388.34483
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis,Percent,2002,0.00325615548523,0.00348129315376,0.00301653381577
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leprosy,Number,2002,30206.8243215,42775.9167095,20536.0740409
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leprosy,Percent,2002,1.19329088672e-05,1.60891777085e-05,8.6676104587e-06
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other infectious diseases,Number,2002,6118878.28885,7702102.75752,4091195.64956
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other infectious diseases,Percent,2002,0.00242911073501,0.00300595619953,0.00166585768799
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ebola,Number,2002,8394.92601092,10582.3425322,6242.48971236
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ebola,Percent,2002,3.33778290929e-06,4.32493457442e-06,2.50417760134e-06
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Zika virus,Number,2002,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Zika virus,Percent,2002,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Guinea worm disease,Number,2002,950.930103666,1277.86337199,655.370947937
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Guinea worm disease,Percent,2002,3.75709815374e-07,4.78686837312e-07,2.73691998839e-07
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,African trypanosomiasis,Number,2007,447636.207942,692915.390582,254631.81012
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,African trypanosomiasis,Percent,2007,0.000181046023496,0.000281219684185,9.81357103698e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Schistosomiasis,Number,2007,2418698.75072,4087730.16896,1417350.00127
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Schistosomiasis,Percent,2007,0.000971344832466,0.00157984424638,0.000602068901854
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cysticercosis,Number,2007,543297.332326,688026.678855,406034.69492
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cysticercosis,Percent,2007,0.000218691857119,0.000266370915817,0.000166779291294
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cystic echinococcosis,Number,2007,203894.869916,259100.984581,156448.960715
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cystic echinococcosis,Percent,2007,8.19978474499e-05,9.99644849707e-05,6.57567828236e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lymphatic filariasis,Number,2007,1854900.93234,3376763.91134,825994.414908
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lymphatic filariasis,Percent,2007,0.000743614779932,0.00130128243887,0.000340710657063
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Onchocerciasis,Number,2007,1234212.20951,1921121.58224,650189.776821
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Onchocerciasis,Percent,2007,0.000495107009067,0.00076769934741,0.000264856189556
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trachoma,Number,2007,240912.350268,316573.93019,162273.244207
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trachoma,Percent,2007,9.67361980372e-05,0.00012117166076,6.95806395205e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Dengue,Number,2007,1681074.87742,2292328.29671,763361.202905
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Dengue,Percent,2007,0.000678172045345,0.000937115331387,0.000303320400164
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Yellow fever,Number,2007,406532.024724,1139960.58636,87243.0698245
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Yellow fever,Percent,2007,0.000164291050249,0.000465262250645,3.56732916178e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Rabies,Number,2007,1342048.20316,1744620.01758,852317.749255
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Rabies,Percent,2007,0.00054155421673,0.00069132156353,0.000353909165949
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal nematode infections,Number,2007,3914462.76715,5811741.38737,2640577.0199
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal nematode infections,Percent,2007,0.00157229101698,0.00224988420436,0.00108731905452
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Number,2007,1667263.16773,2905025.51294,892785.084633
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Percent,2007,0.000669992685938,0.00113590410306,0.000383309597041
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Number,2007,3279594.03642,4019137.35872,2559157.54279
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Percent,2007,0.00132068392872,0.00157018322759,0.00104876840127
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2001,15302719.5245,22595092.7666,9449004.50998
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Percent,2001,0.00608621890224,0.00912848307249,0.00390240704234
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis,Number,2001,8271366.19974,8811020.5433,7759339.71574
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis,Percent,2001,0.00329236746154,0.00352234973069,0.00302845366121
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leprosy,Number,2001,29918.1524112,42406.556573,20266.2047968
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leprosy,Percent,2001,1.18379763938e-05,1.60244626051e-05,8.56801988401e-06
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other infectious diseases,Number,2001,6193102.36121,7720284.73085,4105344.49342
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other infectious diseases,Percent,2001,0.00246217323975,0.00302886795964,0.00167698448779
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,African trypanosomiasis,Number,2001,1176632.43405,1816591.1845,657452.216976
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,African trypanosomiasis,Percent,2001,0.000468724826797,0.00072159388693,0.000255866938312
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Schistosomiasis,Number,2001,2386720.83236,3964432.65425,1430493.08561
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Schistosomiasis,Percent,2001,0.000945798855097,0.00151283033154,0.000594454446705
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cysticercosis,Number,2001,544873.660747,680551.267318,408888.578743
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cysticercosis,Percent,2001,0.000216321701043,0.000260667244177,0.00016674075852
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cystic echinococcosis,Number,2001,256879.241684,323000.42563,198052.452593
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cystic echinococcosis,Percent,2001,0.000101904943515,0.000123367441769,8.25902608892e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lymphatic filariasis,Number,2001,1931857.21102,3567530.90746,856510.176653
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lymphatic filariasis,Percent,2001,0.000764167516644,0.00135842709768,0.000347887947086
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Onchocerciasis,Number,2001,1289317.65208,1942193.06362,708885.768332
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Onchocerciasis,Percent,2001,0.000510353880926,0.000755135770999,0.000293280967516
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trachoma,Number,2001,258311.997231,336334.233301,174297.717172
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trachoma,Percent,2001,0.000102320742952,0.000127576781223,7.30770596195e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Dengue,Number,2001,1266031.2398,1734850.43488,477814.044756
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Dengue,Percent,2001,0.000504033345884,0.000695260918452,0.000186464664905
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Yellow fever,Number,2001,487969.395323,1323321.17039,109322.664266
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Yellow fever,Percent,2001,0.000194387170635,0.000539236864634,4.38322216673e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Rabies,Number,2001,2117198.93386,2818734.74704,1433362.6395
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Rabies,Percent,2001,0.000842761715476,0.00111810172037,0.000583707921514
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal nematode infections,Number,2001,4491440.45691,6557022.46589,3061986.66748
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal nematode infections,Percent,2001,0.00177983341427,0.00252353439961,0.00124005945083
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Number,2001,1547910.29381,2793126.19926,818223.782736
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Percent,2001,0.00061351896383,0.001076038539,0.000323000028835
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Number,2001,3285995.93656,4287940.68764,2639421.81802
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Percent,2001,0.00130523175342,0.00167216003967,0.00106379286435
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal sepsis and other maternal infections,Number,2001,1721246.61142,2164479.33777,1305790.46804
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal sepsis and other maternal infections,Percent,2001,0.000685441607581,0.000896037298926,0.000516089839706
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ebola,Number,2008,1577.81484701,1978.65970169,1170.34809074
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ebola,Percent,2008,6.36443702347e-07,8.24410436658e-07,4.76471955037e-07
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Zika virus,Number,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Zika virus,Percent,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Guinea worm disease,Number,2008,96.7023158202,133.272456914,67.6941323784
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Guinea worm disease,Percent,2008,3.87230327484e-08,4.97053619901e-08,2.86845341794e-08
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2008,14224366.171,20074302.7339,9069848.95684
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Percent,2008,0.0057277970371,0.00854064373266,0.00380704227255
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis,Number,2008,7359812.82569,7800905.45881,7052120.01786
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis,Percent,2008,0.00296719747029,0.00321161399751,0.00272692511438
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leprosy,Number,2008,31310.319906,43789.8395727,21392.890349
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leprosy,Percent,2008,1.25395965827e-05,1.66544198465e-05,9.15510003042e-06
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other infectious diseases,Number,2008,5810417.27472,7155502.96536,4032618.58498
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other infectious diseases,Percent,2008,0.00233995723645,0.0028446362671,0.00164678081503
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ebola,Number,2001,14737.1919874,18563.8992903,10961.8241643
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ebola,Percent,2001,5.86876691115e-06,7.59316462425e-06,4.4098840519e-06
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Zika virus,Number,2001,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Zika virus,Percent,2001,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Guinea worm disease,Number,2001,1462.66832887,1993.11670175,1030.43831319
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Guinea worm disease,Percent,2001,5.78835187792e-07,7.41211802625e-07,4.34854210385e-07
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tuberculosis,Number,2002,62772947.5589,65910936.575,60070838.8325
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tuberculosis,Percent,2002,0.0249429788329,0.0266098331431,0.023364438662
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS,Number,2002,92640471.3158,98449930.8011,87806282.663
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS,Percent,2002,0.0368107541407,0.0391988101019,0.0337815135713
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diarrheal diseases,Number,2002,125199665.262,149000672.703,107260135.502
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diarrheal diseases,Percent,2002,0.0497542555732,0.0592989323431,0.0430411302807
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal infectious diseases,Number,2002,13780945.9724,22246651.7638,7753900.44402
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal infectious diseases,Percent,2002,0.00546950616522,0.00855369878616,0.00303602545065
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal sepsis and other maternal infections,Number,2007,1508782.49431,1908114.94732,1156820.89305
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal sepsis and other maternal infections,Percent,2007,0.000609363903141,0.00078955180674,0.000467664406079
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Number,2007,25834401.6378,32676745.4008,21633557.7149
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Percent,2007,0.0104252935389,0.0134741584671,0.00839188495295
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal deaths aggravated by HIV/AIDS,Number,2007,126512.103535,166420.841918,83757.0388726
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Maternal deaths aggravated by HIV/AIDS,Percent,2007,5.11059449936e-05,6.69494279498e-05,3.43685903894e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,African trypanosomiasis,Number,2002,1127425.8972,1778428.20463,655762.305257
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,African trypanosomiasis,Percent,2002,0.000448708643854,0.000710129424475,0.000266430357153
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Schistosomiasis,Number,2002,2416493.25873,4033954.48172,1454968.5349
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Schistosomiasis,Percent,2002,0.00095597825643,0.00153663222936,0.000600956802639
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cysticercosis,Number,2002,542837.110868,685067.258034,407877.622765
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cysticercosis,Percent,2002,0.000215163463428,0.000259288716337,0.000166221525327
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cystic echinococcosis,Number,2002,248447.752524,309296.492382,191584.340002
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cystic echinococcosis,Percent,2002,9.8400664532e-05,0.000119234447281,8.00838029846e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lymphatic filariasis,Number,2002,1929477.8416,3566070.5533,853222.201496
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lymphatic filariasis,Percent,2002,0.000761941672075,0.00135742294964,0.000345742231207
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Onchocerciasis,Number,2002,1290182.65335,1949307.61125,703100.278339
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Onchocerciasis,Percent,2002,0.000509867928167,0.000758427472349,0.000289489364136
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trachoma,Number,2002,255242.692179,333481.90607,172771.682132
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trachoma,Percent,2002,0.000100941191614,0.000126610923473,7.21618617518e-05
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Dengue,Number,2002,1254284.66851,1737390.24123,485733.344213
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Dengue,Percent,2002,0.000498464730211,0.000692209984524,0.000189090766704
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Yellow fever,Number,2002,466600.09396,1282665.02625,114836.486078
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Yellow fever,Percent,2002,0.00018568511406,0.000513754965764,4.59570646754e-05
